lascID,geneName,product,Group,aa_len,tx_len,gene_id,tx_name
LASC007969,hsp70b2_4,Heat shock protein 70 B2,NA,638,1914,augustus_masked-000081F-processed-gene-16.10,augustus_masked-000081F-processed-gene-16.10-mRNA-1
LASC007967,LASC007967,hypothetical protein,NA,315,945,augustus_masked-000081F-processed-gene-16.5,augustus_masked-000081F-processed-gene-16.5-mRNA-1
LASC007977,lin9,Protein lin-9 homolog,NA,521,1915,augustus_masked-000081F-processed-gene-18.3,augustus_masked-000081F-processed-gene-18.3-mRNA-1
LASC008018,alkbh2_74,DNA oxidative demethylase ALKBH2,NA,270,810,augustus_masked-000081F-processed-gene-29.10,augustus_masked-000081F-processed-gene-29.10-mRNA-1
LASC008012,aef1,Adult enhancer factor 1,NA,613,1839,augustus_masked-000081F-processed-gene-29.2,augustus_masked-000081F-processed-gene-29.2-mRNA-1
LASC008013,LASC008013,hypothetical protein,NA,529,1587,augustus_masked-000081F-processed-gene-29.3,augustus_masked-000081F-processed-gene-29.3-mRNA-1
LASC008015,LASC008015,hypothetical protein,NA,279,837,augustus_masked-000081F-processed-gene-29.5,augustus_masked-000081F-processed-gene-29.5-mRNA-1
LASC007927,LASC007927,hypothetical protein,NA,81,243,augustus_masked-000081F-processed-gene-5.8,augustus_masked-000081F-processed-gene-5.8-mRNA-1
LASC007933,LASC007933,hypothetical protein,NA,290,870,augustus_masked-000081F-processed-gene-6.14,augustus_masked-000081F-processed-gene-6.14-mRNA-1
LASC007934,LASC007934,hypothetical protein,NA,137,411,augustus_masked-000081F-processed-gene-7.7,augustus_masked-000081F-processed-gene-7.7-mRNA-1
LASC008041,tc1a,Transposable element Tc1 transposase,NA,233,699,augustus_masked-000082F-processed-gene-10.1,augustus_masked-000082F-processed-gene-10.1-mRNA-1
LASC008048,znf836_2,Zinc finger protein 836,NA,661,1983,augustus_masked-000082F-processed-gene-14.8,augustus_masked-000082F-processed-gene-14.8-mRNA-1
LASC008050,LASC008050,hypothetical protein,NA,113,339,augustus_masked-000082F-processed-gene-15.5,augustus_masked-000082F-processed-gene-15.5-mRNA-1
LASC008051,pgbd4_7,PiggyBac transposable element-derived protein 4,NA,252,756,augustus_masked-000082F-processed-gene-15.6,augustus_masked-000082F-processed-gene-15.6-mRNA-1
LASC008058,LASC008058,hypothetical protein,NA,824,2472,augustus_masked-000082F-processed-gene-18.10,augustus_masked-000082F-processed-gene-18.10-mRNA-1
LASC008069,LASC008069,hypothetical protein,NA,594,1782,augustus_masked-000082F-processed-gene-20.21,augustus_masked-000082F-processed-gene-20.21-mRNA-1
LASC008073,gemin2_2,Gem-associated protein 2,NA,272,816,augustus_masked-000082F-processed-gene-21.8,augustus_masked-000082F-processed-gene-21.8-mRNA-1
LASC008080,tti1,TELO2-interacting protein 1 homolog,NA,1007,3021,augustus_masked-000082F-processed-gene-24.1,augustus_masked-000082F-processed-gene-24.1-mRNA-1
LASC008088,LASC008088,hypothetical protein,NA,157,5146,augustus_masked-000082F-processed-gene-25.2,augustus_masked-000082F-processed-gene-25.2-mRNA-1
LASC008095,LASC008095,hypothetical protein,NA,113,339,augustus_masked-000082F-processed-gene-29.3,augustus_masked-000082F-processed-gene-29.3-mRNA-1
LASC008033,hnrnp_3,Heterogeneous nuclear ribonucleoprotein A1%2C A2/B1 homolog,NA,298,894,augustus_masked-000082F-processed-gene-3.8,augustus_masked-000082F-processed-gene-3.8-mRNA-1
LASC008040,LASC008040,hypothetical protein,NA,80,240,augustus_masked-000082F-processed-gene-9.9,augustus_masked-000082F-processed-gene-9.9-mRNA-1
LASC008125,LASC008125,hypothetical protein,NA,74,311,augustus_masked-000083F-processed-gene-12.13,augustus_masked-000083F-processed-gene-12.13-mRNA-1
LASC008122,LASC008122,hypothetical protein,NA,195,585,augustus_masked-000083F-processed-gene-12.5,augustus_masked-000083F-processed-gene-12.5-mRNA-1
LASC008123,celf5,CUGBP Elav-like family member 5,NA,75,225,augustus_masked-000083F-processed-gene-12.6,augustus_masked-000083F-processed-gene-12.6-mRNA-1
LASC008126,ank1,Ankyrin-1,NA,704,2605,augustus_masked-000083F-processed-gene-12.9,augustus_masked-000083F-processed-gene-12.9-mRNA-1
LASC008142,tx,Helix-loop-helix protein delilah,NA,267,801,augustus_masked-000083F-processed-gene-20.5,augustus_masked-000083F-processed-gene-20.5-mRNA-1
LASC008152,znf407,Zinc finger protein 407,NA,699,2097,augustus_masked-000083F-processed-gene-27.22,augustus_masked-000083F-processed-gene-27.22-mRNA-1
LASC008156,znf511,Zinc finger protein 511,NA,235,705,augustus_masked-000083F-processed-gene-28.2,augustus_masked-000083F-processed-gene-28.2-mRNA-1
LASC008114,ammecr1_2,AMME syndrome candidate gene 1 protein homolog,NA,74,269,augustus_masked-000083F-processed-gene-7.11,augustus_masked-000083F-processed-gene-7.11-mRNA-1
LASC008192,sppa,Protease 4,NA,71,213,augustus_masked-000084F-processed-gene-11.4,augustus_masked-000084F-processed-gene-11.4-mRNA-1
LASC008174,znf845_2,Zinc finger protein 845,NA,778,2334,augustus_masked-000084F-processed-gene-3.19,augustus_masked-000084F-processed-gene-3.19-mRNA-1
LASC008178,LASC008178,hypothetical protein,NA,146,438,augustus_masked-000084F-processed-gene-4.9,augustus_masked-000084F-processed-gene-4.9-mRNA-1
LASC008254,LASC008254,hypothetical protein,NA,101,303,augustus_masked-000085F-processed-gene-14.0,augustus_masked-000085F-processed-gene-14.0-mRNA-1
LASC008256,LASC008256,hypothetical protein,NA,358,1074,augustus_masked-000085F-processed-gene-14.2,augustus_masked-000085F-processed-gene-14.2-mRNA-1
LASC008273,LASC008273,hypothetical protein,NA,101,303,augustus_masked-000085F-processed-gene-21.3,augustus_masked-000085F-processed-gene-21.3-mRNA-1
LASC008310,LASC008310,hypothetical protein,NA,100,476,augustus_masked-000086F-processed-gene-11.1,augustus_masked-000086F-processed-gene-11.1-mRNA-1
LASC008319,ciao1,Probable cytosolic iron-sulfur protein assembly protein CIAO1,NA,333,999,augustus_masked-000086F-processed-gene-25.5,augustus_masked-000086F-processed-gene-25.5-mRNA-1
LASC008322,LASC008322,hypothetical protein,NA,177,531,augustus_masked-000086F-processed-gene-25.7,augustus_masked-000086F-processed-gene-25.7-mRNA-1
LASC008286,slc35g1_7,Solute carrier family 35 member G1,NA,315,945,augustus_masked-000086F-processed-gene-4.4,augustus_masked-000086F-processed-gene-4.4-mRNA-1
LASC008425,nifk,MKI67 FHA domain-interacting nucleolar phosphoprotein-like,NA,190,570,augustus_masked-000088F-processed-gene-12.10,augustus_masked-000088F-processed-gene-12.10-mRNA-1
LASC008434,LASC008434,hypothetical protein,NA,97,291,augustus_masked-000088F-processed-gene-14.11,augustus_masked-000088F-processed-gene-14.11-mRNA-1
LASC008433,LASC008433,hypothetical protein,NA,99,297,augustus_masked-000088F-processed-gene-14.13,augustus_masked-000088F-processed-gene-14.13-mRNA-1
LASC008431,LASC008431,hypothetical protein,NA,74,222,augustus_masked-000088F-processed-gene-14.6,augustus_masked-000088F-processed-gene-14.6-mRNA-1
LASC008440,LASC008440,hypothetical protein,NA,66,689,augustus_masked-000088F-processed-gene-17.0,augustus_masked-000088F-processed-gene-17.0-mRNA-1
LASC008443,hspb3,Heat shock protein beta-3,NA,265,795,augustus_masked-000088F-processed-gene-18.1,augustus_masked-000088F-processed-gene-18.1-mRNA-1
LASC008467,pol_6,Retrovirus-related Pol polyprotein from transposon 297,NA,654,1962,augustus_masked-000088F-processed-gene-26.8,augustus_masked-000088F-processed-gene-26.8-mRNA-1
LASC008468,pol_3,Retrovirus-related Pol polyprotein from transposon 412,NA,408,1224,augustus_masked-000088F-processed-gene-26.9,augustus_masked-000088F-processed-gene-26.9-mRNA-1
LASC008401,LASC008401,hypothetical protein,NA,68,204,augustus_masked-000088F-processed-gene-3.4,augustus_masked-000088F-processed-gene-3.4-mRNA-1
LASC008470,TuSpb,"Tubuliform, spidroin, 1, variant, 1, (Fragment)",Spidroin,5072,15273,augustus_masked-000089F-processed-gene-1.1,augustus_masked-000089F-processed-gene-1.1-mRNA-1
LASC008507,LASC008507,"hypothetical, protein",NA,566,1698,augustus_masked-000089F-processed-gene-12.3,augustus_masked-000089F-processed-gene-12.3-mRNA-1
LASC008508,LASC008508,"hypothetical, protein",NA,531,1593,augustus_masked-000089F-processed-gene-12.4,augustus_masked-000089F-processed-gene-12.4-mRNA-1
LASC008509,LASC008509,"hypothetical, protein",NA,649,1947,augustus_masked-000089F-processed-gene-12.5,augustus_masked-000089F-processed-gene-12.5-mRNA-1
LASC008472,LASC008472,"hypothetical, protein",NA,132,396,augustus_masked-000089F-processed-gene-2.3,augustus_masked-000089F-processed-gene-2.3-mRNA-1
LASC008477,LASC008477,"hypothetical, protein",NA,70,210,augustus_masked-000089F-processed-gene-3.12,augustus_masked-000089F-processed-gene-3.12-mRNA-1
LASC008489,enox2,"Ecto-NOX, disulfide-thiol, exchanger, 2",NA,306,918,augustus_masked-000089F-processed-gene-5.5,augustus_masked-000089F-processed-gene-5.5-mRNA-1
LASC008491,LASC008491,"hypothetical, protein",NA,151,453,augustus_masked-000089F-processed-gene-5.6,augustus_masked-000089F-processed-gene-5.6-mRNA-1
LASC008492,LASC008492,"hypothetical, protein",NA,153,459,augustus_masked-000089F-processed-gene-5.9,augustus_masked-000089F-processed-gene-5.9-mRNA-1
LASC008494,LASC008494,"hypothetical, protein",NA,170,510,augustus_masked-000089F-processed-gene-6.0,augustus_masked-000089F-processed-gene-6.0-mRNA-1
LASC008501,LASC008501,"hypothetical, protein",NA,168,504,augustus_masked-000089F-processed-gene-6.10,augustus_masked-000089F-processed-gene-6.10-mRNA-1
LASC008495,spop-b_39,"Speckle-type, POZ, protein, B",NA,534,2014,augustus_masked-000089F-processed-gene-6.4,augustus_masked-000089F-processed-gene-6.4-mRNA-1
LASC008498,spop_22,"Speckle-type, POZ, protein",NA,513,1539,augustus_masked-000089F-processed-gene-6.5,augustus_masked-000089F-processed-gene-6.5-mRNA-1
LASC008499,LASC008499,"hypothetical, protein",NA,144,432,augustus_masked-000089F-processed-gene-6.9,augustus_masked-000089F-processed-gene-6.9-mRNA-1
LASC008537,LASC008537,hypothetical protein,NA,290,3221,augustus_masked-000090F-processed-gene-1.0,augustus_masked-000090F-processed-gene-1.0-mRNA-1
LASC008574,kcnq1,Potassium voltage-gated channel subfamily KQT member 1,NA,580,2034,augustus_masked-000090F-processed-gene-22.6,augustus_masked-000090F-processed-gene-22.6-mRNA-1
LASC008540,LASC008540,hypothetical protein,NA,130,390,augustus_masked-000090F-processed-gene-3.7,augustus_masked-000090F-processed-gene-3.7-mRNA-1
LASC008618,polr1e,DNA-directed RNA polymerase I subunit RPA49,NA,397,1191,augustus_masked-000091F-processed-gene-13.7,augustus_masked-000091F-processed-gene-13.7-mRNA-1
LASC008622,hcf,Hemocyanin F chain,NA,233,699,augustus_masked-000091F-processed-gene-19.3,augustus_masked-000091F-processed-gene-19.3-mRNA-1
LASC008630,ubxn7,UBX domain-containing protein 7,NA,451,1353,augustus_masked-000091F-processed-gene-22.11,augustus_masked-000091F-processed-gene-22.11-mRNA-1
LASC008650,ppp6r3,Serine/threonine-protein phosphatase 6 regulatory subunit 3,NA,838,2514,augustus_masked-000091F-processed-gene-26.10,augustus_masked-000091F-processed-gene-26.10-mRNA-1
LASC008593,eloc_3,Elongin-C,NA,115,345,augustus_masked-000091F-processed-gene-6.14,augustus_masked-000091F-processed-gene-6.14-mRNA-1
LASC008670,LASC008670,hypothetical protein,NA,312,936,augustus_masked-000092F-processed-gene-10.3,augustus_masked-000092F-processed-gene-10.3-mRNA-1
LASC008690,LASC008690,hypothetical protein,NA,88,327,augustus_masked-000092F-processed-gene-16.5,augustus_masked-000092F-processed-gene-16.5-mRNA-1
LASC008703,ccdc6_2,Coiled-coil domain-containing protein 6,NA,212,848,augustus_masked-000092F-processed-gene-24.6,augustus_masked-000092F-processed-gene-24.6-mRNA-1
LASC008704,ccdc6,Coiled-coil domain-containing protein 6,NA,176,3505,augustus_masked-000092F-processed-gene-24.9,augustus_masked-000092F-processed-gene-24.9-mRNA-1
LASC008709,alkbh2_50,DNA oxidative demethylase ALKBH2,NA,198,594,augustus_masked-000092F-processed-gene-25.37,augustus_masked-000092F-processed-gene-25.37-mRNA-1
LASC008711,gpr85,Probable G protein-coupled receptor 85,NA,430,1290,augustus_masked-000092F-processed-gene-26.19,augustus_masked-000092F-processed-gene-26.19-mRNA-1
LASC008664,LASC008664,hypothetical protein,NA,323,969,augustus_masked-000092F-processed-gene-5.2,augustus_masked-000092F-processed-gene-5.2-mRNA-1
LASC008665,LASC008665,hypothetical protein,NA,343,1755,augustus_masked-000092F-processed-gene-5.3,augustus_masked-000092F-processed-gene-5.3-mRNA-1
LASC008668,LASC008668,hypothetical protein,NA,227,1058,augustus_masked-000092F-processed-gene-6.1,augustus_masked-000092F-processed-gene-6.1-mRNA-1
LASC008718,prdm9_2,Histone-lysine N-methyltransferase PRDM9,NA,352,1056,augustus_masked-000093F-processed-gene-0.3,augustus_masked-000093F-processed-gene-0.3-mRNA-1
LASC008800,LASC008800,hypothetical protein,NA,330,1167,augustus_masked-000093F-processed-gene-24.4,augustus_masked-000093F-processed-gene-24.4-mRNA-1
LASC008729,LASC008729,hypothetical protein,NA,585,1755,augustus_masked-000093F-processed-gene-3.2,augustus_masked-000093F-processed-gene-3.2-mRNA-1
LASC008754,spopla_3,Speckle-type POZ protein-like A,NA,327,981,augustus_masked-000093F-processed-gene-8.6,augustus_masked-000093F-processed-gene-8.6-mRNA-1
LASC008757,tdpoz5_10,TD and POZ domain-containing protein 5,NA,472,1416,augustus_masked-000093F-processed-gene-8.8,augustus_masked-000093F-processed-gene-8.8-mRNA-1
LASC008844,hint1,Histidine triad nucleotide-binding protein 1,NA,128,384,augustus_masked-000094F-processed-gene-21.1,augustus_masked-000094F-processed-gene-21.1-mRNA-1
LASC008845,LASC008845,hypothetical protein,NA,74,222,augustus_masked-000094F-processed-gene-21.5,augustus_masked-000094F-processed-gene-21.5-mRNA-1
LASC008859,LASC008859,hypothetical protein,NA,268,804,augustus_masked-000094F-processed-gene-26.12,augustus_masked-000094F-processed-gene-26.12-mRNA-1
LASC008823,LASC008823,hypothetical protein,NA,246,738,augustus_masked-000094F-processed-gene-7.14,augustus_masked-000094F-processed-gene-7.14-mRNA-1
LASC008824,LASC008824,hypothetical protein,NA,152,456,augustus_masked-000094F-processed-gene-7.15,augustus_masked-000094F-processed-gene-7.15-mRNA-1
LASC008866,LASC008866,"hypothetical, protein",NA,280,840,augustus_masked-000095F-processed-gene-0.6,augustus_masked-000095F-processed-gene-0.6-mRNA-1
LASC008897,cdan1,Codanin-1,NA,1187,3561,augustus_masked-000095F-processed-gene-11.15,augustus_masked-000095F-processed-gene-11.15-mRNA-1
LASC008928,cebpa_2,"CCAAT/enhancer-binding, protein, alpha",NA,314,942,augustus_masked-000095F-processed-gene-19.5,augustus_masked-000095F-processed-gene-19.5-mRNA-1
LASC008927,cebpg,"CCAAT/enhancer-binding, protein, gamma",NA,137,411,augustus_masked-000095F-processed-gene-19.6,augustus_masked-000095F-processed-gene-19.6-mRNA-1
LASC008938,LASC008938,"hypothetical, protein",NA,159,477,augustus_masked-000095F-processed-gene-24.1,augustus_masked-000095F-processed-gene-24.1-mRNA-1
LASC008888,LASC008888,"hypothetical, protein",NA,157,471,augustus_masked-000095F-processed-gene-8.10,augustus_masked-000095F-processed-gene-8.10-mRNA-1
LASC008985,prpf38b,Pre-mRNA-splicing factor 38B,NA,397,1191,augustus_masked-000096F-processed-gene-21.9,augustus_masked-000096F-processed-gene-21.9-mRNA-1
LASC008998,ank1_12,Ankyrin-1,NA,941,2823,augustus_masked-000096F-processed-gene-24.4,augustus_masked-000096F-processed-gene-24.4-mRNA-1
LASC009035,smarca2_2,Probable global transcription activator SNF2L2,NA,1593,4779,augustus_masked-000097F-processed-gene-10.17,augustus_masked-000097F-processed-gene-10.17-mRNA-1
LASC009036,smarca2,Probable global transcription activator SNF2L2,NA,1504,4512,augustus_masked-000097F-processed-gene-10.18,augustus_masked-000097F-processed-gene-10.18-mRNA-1
LASC009029,LASC009029,hypothetical protein,NA,142,426,augustus_masked-000097F-processed-gene-10.8,augustus_masked-000097F-processed-gene-10.8-mRNA-1
LASC009038,smarca4,Transcription activator BRG1,NA,1672,5016,augustus_masked-000097F-processed-gene-11.4,augustus_masked-000097F-processed-gene-11.4-mRNA-1
LASC009025,LASC009025,hypothetical protein,NA,89,267,augustus_masked-000097F-processed-gene-5.14,augustus_masked-000097F-processed-gene-5.14-mRNA-1
LASC009098,LASC009098,hypothetical protein,NA,46,452,augustus_masked-000098F-processed-gene-17.0,augustus_masked-000098F-processed-gene-17.0-mRNA-1
LASC009105,LASC009105,hypothetical protein,NA,129,387,augustus_masked-000098F-processed-gene-19.0,augustus_masked-000098F-processed-gene-19.0-mRNA-1
LASC009074,LASC009074,hypothetical protein,NA,104,312,augustus_masked-000098F-processed-gene-5.6,augustus_masked-000098F-processed-gene-5.6-mRNA-1
LASC009127,hsp90b1,Endoplasmin,NA,764,2352,augustus_masked-000099F-processed-gene-1.4,augustus_masked-000099F-processed-gene-1.4-mRNA-1
LASC009162,taf7_2,Transcription initiation factor TFIID subunit 7,NA,387,1161,augustus_masked-000099F-processed-gene-11.5,augustus_masked-000099F-processed-gene-11.5-mRNA-1
LASC009163,taf7,Transcription initiation factor TFIID subunit 7,NA,392,1176,augustus_masked-000099F-processed-gene-11.6,augustus_masked-000099F-processed-gene-11.6-mRNA-1
LASC009172,emc1,ER membrane protein complex subunit 1,NA,890,2745,augustus_masked-000099F-processed-gene-12.2,augustus_masked-000099F-processed-gene-12.2-mRNA-1
LASC009171,naca,Nascent polypeptide-associated complex subunit alpha,NA,220,660,augustus_masked-000099F-processed-gene-12.4,augustus_masked-000099F-processed-gene-12.4-mRNA-1
LASC009176,nup160,Nuclear pore complex protein Nup160,NA,1404,4212,augustus_masked-000099F-processed-gene-13.7,augustus_masked-000099F-processed-gene-13.7-mRNA-1
LASC009144,znf235_19,Zinc finger protein 235,NA,518,1554,augustus_masked-000099F-processed-gene-5.4,augustus_masked-000099F-processed-gene-5.4-mRNA-1
LASC009145,znf316,Zinc finger protein 316,NA,323,969,augustus_masked-000099F-processed-gene-5.5,augustus_masked-000099F-processed-gene-5.5-mRNA-1
LASC009152,LASC009152,hypothetical protein,NA,293,879,augustus_masked-000099F-processed-gene-7.8,augustus_masked-000099F-processed-gene-7.8-mRNA-1
LASC009154,LASC009154,hypothetical protein,NA,75,225,augustus_masked-000099F-processed-gene-8.2,augustus_masked-000099F-processed-gene-8.2-mRNA-1
LASC009200,ank3_4,Ankyrin-3,NA,794,2382,augustus_masked-000100F-processed-gene-0.2,augustus_masked-000100F-processed-gene-0.2-mRNA-1
LASC009208,rtf1,RNA polymerase-associated protein RTF1 homolog,NA,674,2022,augustus_masked-000100F-processed-gene-2.13,augustus_masked-000100F-processed-gene-2.13-mRNA-1
LASC009207,znf282_6,Zinc finger protein 282,NA,114,342,augustus_masked-000100F-processed-gene-2.8,augustus_masked-000100F-processed-gene-2.8-mRNA-1
LASC009260,LASC009260,hypothetical protein,NA,73,219,augustus_masked-000100F-processed-gene-22.0,augustus_masked-000100F-processed-gene-22.0-mRNA-1
LASC009261,pgbd4_5,PiggyBac transposable element-derived protein 4,NA,394,1182,augustus_masked-000100F-processed-gene-22.1,augustus_masked-000100F-processed-gene-22.1-mRNA-1
LASC009224,LASC009224,hypothetical protein,NA,282,846,augustus_masked-000100F-processed-gene-8.0,augustus_masked-000100F-processed-gene-8.0-mRNA-1
LASC009264,fzr1,Fizzy-related protein homolog,NA,482,1446,augustus_masked-000101F-processed-gene-0.0,augustus_masked-000101F-processed-gene-0.0-mRNA-1
LASC009267,hspb11_2,Heat shock protein beta-11,NA,199,597,augustus_masked-000101F-processed-gene-0.2,augustus_masked-000101F-processed-gene-0.2-mRNA-1
LASC009294,t_16,Transposable element P transposase,NA,216,648,augustus_masked-000101F-processed-gene-13.7,augustus_masked-000101F-processed-gene-13.7-mRNA-1
LASC009302,fzd4,Frizzled-4,NA,546,1704,augustus_masked-000101F-processed-gene-15.8,augustus_masked-000101F-processed-gene-15.8-mRNA-1
LASC009303,pgbd4_28,PiggyBac transposable element-derived protein 4,NA,378,1134,augustus_masked-000101F-processed-gene-16.1,augustus_masked-000101F-processed-gene-16.1-mRNA-1
LASC009337,LASC009337,hypothetical protein,NA,26,389,augustus_masked-000101F-processed-gene-24.59,augustus_masked-000101F-processed-gene-24.59-mRNA-1
LASC009336,alkbh2_141,DNA oxidative demethylase ALKBH2,NA,198,594,augustus_masked-000101F-processed-gene-24.91,augustus_masked-000101F-processed-gene-24.91-mRNA-1
LASC009277,nupr1,Nuclear protein 1,NA,70,210,augustus_masked-000101F-processed-gene-4.0,augustus_masked-000101F-processed-gene-4.0-mRNA-1
LASC009370,ugp2_3,UTP--glucose-1-phosphate uridylyltransferase,NA,499,1497,augustus_masked-000102F-processed-gene-15.0,augustus_masked-000102F-processed-gene-15.0-mRNA-1
LASC009350,LASC009350,hypothetical protein,NA,190,624,augustus_masked-000102F-processed-gene-2.11,augustus_masked-000102F-processed-gene-2.11-mRNA-1
LASC009413,dxo,Decapping and exoribonuclease protein,NA,260,780,augustus_masked-000103F-processed-gene-12.12,augustus_masked-000103F-processed-gene-12.12-mRNA-1
LASC009416,rnpc3,RNA-binding region-containing protein 3,NA,470,1410,augustus_masked-000103F-processed-gene-12.14,augustus_masked-000103F-processed-gene-12.14-mRNA-1
LASC009417,stt3a,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,NA,709,2127,augustus_masked-000103F-processed-gene-13.0,augustus_masked-000103F-processed-gene-13.0-mRNA-1
LASC009425,LASC009425,hypothetical protein,NA,164,1100,augustus_masked-000103F-processed-gene-17.5,augustus_masked-000103F-processed-gene-17.5-mRNA-1
LASC009426,orf1_2,Nucleic-acid-binding protein from transposon X-element,NA,203,950,augustus_masked-000103F-processed-gene-17.6,augustus_masked-000103F-processed-gene-17.6-mRNA-1
LASC009433,klf17_6,Krueppel-like factor 17,NA,1280,3840,augustus_masked-000103F-processed-gene-24.15,augustus_masked-000103F-processed-gene-24.15-mRNA-1
LASC009392,ankrd23,Ankyrin repeat domain-containing protein 23,NA,305,915,augustus_masked-000103F-processed-gene-4.8,augustus_masked-000103F-processed-gene-4.8-mRNA-1
LASC009401,rho1_7,Ras-like GTP-binding protein Rho1,NA,193,579,augustus_masked-000103F-processed-gene-6.5,augustus_masked-000103F-processed-gene-6.5-mRNA-1
LASC009402,hbs1l,HBS1-like protein,NA,693,2079,augustus_masked-000103F-processed-gene-6.6,augustus_masked-000103F-processed-gene-6.6-mRNA-1
LASC009441,LASC009441,hypothetical protein,NA,141,423,augustus_masked-000104F-processed-gene-4.0,augustus_masked-000104F-processed-gene-4.0-mRNA-1
LASC009491,LASC009491,hypothetical protein,NA,396,1188,augustus_masked-000106F-processed-gene-1.4,augustus_masked-000106F-processed-gene-1.4-mRNA-1
LASC009505,LASC009505,hypothetical protein,NA,399,1197,augustus_masked-000106F-processed-gene-15.6,augustus_masked-000106F-processed-gene-15.6-mRNA-1
LASC009506,LASC009506,hypothetical protein,NA,1013,3039,augustus_masked-000106F-processed-gene-16.4,augustus_masked-000106F-processed-gene-16.4-mRNA-1
LASC009508,glmn,Glomulin,NA,595,3322,augustus_masked-000106F-processed-gene-16.7,augustus_masked-000106F-processed-gene-16.7-mRNA-1
LASC009518,spopla_4,Speckle-type POZ protein-like A,NA,321,963,augustus_masked-000106F-processed-gene-23.25,augustus_masked-000106F-processed-gene-23.25-mRNA-1
LASC009494,LASC009494,hypothetical protein,NA,69,207,augustus_masked-000106F-processed-gene-5.6,augustus_masked-000106F-processed-gene-5.6-mRNA-1
LASC009544,LASC009544,hypothetical protein,NA,980,2940,augustus_masked-000107F-processed-gene-14.9,augustus_masked-000107F-processed-gene-14.9-mRNA-1
LASC009534,fucta_3,Glycoprotein 3-alpha-L-fucosyltransferase A,NA,422,1266,augustus_masked-000107F-processed-gene-8.14,augustus_masked-000107F-processed-gene-8.14-mRNA-1
LASC009562,ankrd44_5,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B,NA,681,2043,augustus_masked-000108F-processed-gene-0.4,augustus_masked-000108F-processed-gene-0.4-mRNA-1
LASC009612,efhc1_2,EF-hand domain-containing protein 1,NA,966,2898,augustus_masked-000108F-processed-gene-16.11,augustus_masked-000108F-processed-gene-16.11-mRNA-1
LASC009613,prdm4,PR domain zinc finger protein 4,NA,764,2292,augustus_masked-000108F-processed-gene-17.0,augustus_masked-000108F-processed-gene-17.0-mRNA-1
LASC009589,LASC009589,hypothetical protein,NA,101,1117,augustus_masked-000108F-processed-gene-7.3,augustus_masked-000108F-processed-gene-7.3-mRNA-1
LASC009626,LASC009626,hypothetical protein,NA,171,513,augustus_masked-000109F-processed-gene-0.2,augustus_masked-000109F-processed-gene-0.2-mRNA-1
LASC009627,LASC009627,hypothetical protein,NA,189,567,augustus_masked-000109F-processed-gene-0.3,augustus_masked-000109F-processed-gene-0.3-mRNA-1
LASC009628,LASC009628,hypothetical protein,NA,547,1641,augustus_masked-000109F-processed-gene-0.4,augustus_masked-000109F-processed-gene-0.4-mRNA-1
LASC009679,pomgnt2,Protein O-linked-mannose beta-1%2C4-N-acetylglucosaminyltransferase 2,NA,480,1440,augustus_masked-000109F-processed-gene-21.14,augustus_masked-000109F-processed-gene-21.14-mRNA-1
LASC009684,znf235_15,Zinc finger protein 235,NA,425,1275,augustus_masked-000109F-processed-gene-23.10,augustus_masked-000109F-processed-gene-23.10-mRNA-1
LASC009638,LASC009638,hypothetical protein,NA,152,456,augustus_masked-000109F-processed-gene-9.3,augustus_masked-000109F-processed-gene-9.3-mRNA-1
LASC009695,pub1,Nuclear and cytoplasmic polyadenylated RNA-binding protein PUB1,NA,235,705,augustus_masked-000110F-processed-gene-4.0,augustus_masked-000110F-processed-gene-4.0-mRNA-1
LASC009724,cyp3a11_6,Cytochrome P450 3A11,NA,190,637,augustus_masked-000111F-processed-gene-1.2,augustus_masked-000111F-processed-gene-1.2-mRNA-1
LASC009725,cyp3a13,Cytochrome P450 3A13,NA,226,1082,augustus_masked-000111F-processed-gene-1.3,augustus_masked-000111F-processed-gene-1.3-mRNA-1
LASC009759,mcfd2_2,Multiple coagulation factor deficiency protein 2 homolog,NA,132,456,augustus_masked-000111F-processed-gene-10.4,augustus_masked-000111F-processed-gene-10.4-mRNA-1
LASC009775,exoc1,Exocyst complex component 1,NA,871,2613,augustus_masked-000111F-processed-gene-18.12,augustus_masked-000111F-processed-gene-18.12-mRNA-1
LASC009791,pip5k1a_3,Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha,NA,642,1926,augustus_masked-000111F-processed-gene-21.10,augustus_masked-000111F-processed-gene-21.10-mRNA-1
LASC009790,LASC009790,hypothetical protein,NA,57,237,augustus_masked-000111F-processed-gene-21.9,augustus_masked-000111F-processed-gene-21.9-mRNA-1
LASC009738,pfdn6,Prefoldin subunit 6,NA,128,384,augustus_masked-000111F-processed-gene-4.17,augustus_masked-000111F-processed-gene-4.17-mRNA-1
LASC009743,mcfd2_12,Multiple coagulation factor deficiency protein 2 homolog,NA,132,459,augustus_masked-000111F-processed-gene-5.0,augustus_masked-000111F-processed-gene-5.0-mRNA-1
LASC009752,cg6971,Putative inner dynein arm light chain%2C axonemal,NA,245,735,augustus_masked-000111F-processed-gene-8.4,augustus_masked-000111F-processed-gene-8.4-mRNA-1
LASC009755,mcfd2_14,Multiple coagulation factor deficiency protein 2 homolog,NA,132,456,augustus_masked-000111F-processed-gene-9.6,augustus_masked-000111F-processed-gene-9.6-mRNA-1
